id,split,diagnostic_type,diagnostic_subtype,source_mode
bca36437,sft_train,unit_conversion,standard,real
bcf66e1d,sft_train,unit_conversion,standard,real
bd2ef1e9,sft_train,unit_conversion,standard,real
bd45373b,sft_train,unit_conversion,standard,real
bd7591e7,sft_train,unit_conversion,standard,real
bd9a9be6,sft_train,unit_conversion,standard,real
bd9acac4,eval_holdout,unit_conversion,standard,real
bda7ee30,sft_train,unit_conversion,standard,real
bde0d15d,grpo_holdout,unit_conversion,standard,real
be20c276,sft_train,unit_conversion,standard,real
be2416ec,sft_train,unit_conversion,standard,real
be5795da,sft_train,unit_conversion,standard,real
bec6fe03,eval_holdout,unit_conversion,standard,real
beeecc73,sft_train,unit_conversion,standard,real
bf00d07d,sft_train,unit_conversion,standard,real
bf10f444,sft_train,unit_conversion,standard,real
bf290c73,sft_train,unit_conversion,standard,real
bf2fc862,sft_train,unit_conversion,standard,real
bf51eb1d,sft_train,unit_conversion,standard,real
bf88ff54,sft_train,unit_conversion,standard,real
bfae1468,sft_train,unit_conversion,standard,real
bfc59d3a,grpo_holdout,unit_conversion,standard,real
bfd485cf,sft_train,unit_conversion,standard,real
bff8b75b,grpo_holdout,unit_conversion,standard,real
bffaa07f,sft_train,unit_conversion,standard,real
c04961fc,sft_train,unit_conversion,standard,real
c0648741,sft_train,unit_conversion,standard,real
c0bc0516,sft_train,unit_conversion,standard,real
c0c0699a,sft_train,unit_conversion,standard,real
c102a112,sft_train,unit_conversion,standard,real
c11a4f54,eval_holdout,unit_conversion,standard,real
c11c0757,eval_holdout,unit_conversion,standard,real
c149d3c5,grpo_holdout,unit_conversion,standard,real
c163f9e9,sft_train,unit_conversion,standard,real
c1775d35,sft_train,unit_conversion,standard,real
c18ee385,grpo_holdout,unit_conversion,standard,real
c1bebdf1,sft_train,unit_conversion,standard,real
c1c7963e,sft_train,unit_conversion,standard,real
c1ed95d1,sft_train,unit_conversion,standard,real
c1f656e1,sft_train,unit_conversion,standard,real
c22d205e,sft_train,unit_conversion,standard,real
c26048a5,sft_train,unit_conversion,standard,real
c2920548,sft_train,unit_conversion,standard,real
c29b704e,sft_train,unit_conversion,standard,real
c2b9bbcf,sft_train,unit_conversion,standard,real
c2c322a6,sft_train,unit_conversion,standard,real
c2eab4d7,grpo_holdout,unit_conversion,standard,real
c305d626,grpo_holdout,unit_conversion,standard,real
c398a90e,sft_train,unit_conversion,standard,real
c3bc4f2b,sft_train,unit_conversion,standard,real
c3c3e734,sft_train,unit_conversion,standard,real
c4172736,sft_train,unit_conversion,standard,real
c46778ec,eval_holdout,unit_conversion,standard,real
c47bdea1,sft_train,unit_conversion,standard,real
c48ff53a,sft_train,unit_conversion,standard,real
c49f0f79,sft_train,unit_conversion,standard,real
c4d9c1cb,sft_train,unit_conversion,standard,real
c4ded23c,sft_train,unit_conversion,standard,real
c553fca8,grpo_holdout,unit_conversion,standard,real
c6aa132c,sft_train,unit_conversion,standard,real
c6adc475,sft_train,unit_conversion,standard,real
c70fbbb3,sft_train,unit_conversion,standard,real
c7178491,grpo_holdout,unit_conversion,standard,real
c73562bf,sft_train,unit_conversion,standard,real
c73dc70f,sft_train,unit_conversion,standard,real
c73f87c4,sft_train,unit_conversion,standard,real
c7849be5,sft_train,unit_conversion,standard,real
c78a5deb,sft_train,unit_conversion,standard,real
c79321e4,eval_holdout,unit_conversion,standard,real
c793c44d,sft_train,unit_conversion,standard,real
c7a4e09f,sft_train,unit_conversion,standard,real
c7dd7d75,sft_train,unit_conversion,standard,real
c7e03ea1,sft_train,unit_conversion,standard,real
c7f785b6,grpo_holdout,unit_conversion,standard,real
c8068f69,sft_train,unit_conversion,standard,real
c8199213,sft_train,unit_conversion,standard,real
c8443803,sft_train,unit_conversion,standard,real
c87a87ec,sft_train,unit_conversion,standard,real
c887d78e,sft_train,unit_conversion,standard,real
c89ee779,sft_train,unit_conversion,standard,real
c8d6d308,sft_train,unit_conversion,standard,real
c8e4fac7,sft_train,unit_conversion,standard,real
c8f3be11,sft_train,unit_conversion,standard,real
c8f9a468,sft_train,unit_conversion,standard,real
c91ba3ac,sft_train,unit_conversion,standard,real
c956a7f7,sft_train,unit_conversion,standard,real
c96016ff,sft_train,unit_conversion,standard,real
c9892f7b,sft_train,unit_conversion,standard,real
c9a63747,sft_train,unit_conversion,standard,real
c9e7110a,sft_train,unit_conversion,standard,real
ca1637ed,sft_train,unit_conversion,standard,real
ca27fcab,sft_train,unit_conversion,standard,real
ca79b453,grpo_holdout,unit_conversion,standard,real
ca9db731,sft_train,unit_conversion,standard,real
cae7a6bb,sft_train,unit_conversion,standard,real
caf7fbe3,sft_train,unit_conversion,standard,real
cb288348,sft_train,unit_conversion,standard,real
cb39720b,sft_train,unit_conversion,standard,real
cb7475e5,sft_train,unit_conversion,standard,real
cbab2a46,sft_train,unit_conversion,standard,real
cbf00fd5,sft_train,unit_conversion,standard,real
cc580e04,sft_train,unit_conversion,standard,real
cc6a45f8,sft_train,unit_conversion,standard,real
ccb53663,sft_train,unit_conversion,standard,real
ccbae35a,sft_train,unit_conversion,standard,real
cccb1db6,sft_train,unit_conversion,standard,real
cd1280b0,eval_holdout,unit_conversion,standard,real
cd7b5aed,sft_train,unit_conversion,standard,real
cd84db78,sft_train,unit_conversion,standard,real
cda3796e,sft_train,unit_conversion,standard,real
cdbeab98,sft_train,unit_conversion,standard,real
cde140d3,grpo_holdout,unit_conversion,standard,real
ce195c74,sft_train,unit_conversion,standard,real
ce57e3d0,grpo_holdout,unit_conversion,standard,real
ce5e0fc1,sft_train,unit_conversion,standard,real
ce6f3ab9,sft_train,unit_conversion,standard,real
ce75523c,sft_train,unit_conversion,standard,real
ce8212b8,sft_train,unit_conversion,standard,real
ce9e73a0,eval_holdout,unit_conversion,standard,real
cf0f56d2,sft_train,unit_conversion,standard,real
cf29b8dc,sft_train,unit_conversion,standard,real
cf4df746,sft_train,unit_conversion,standard,real
cf8405a9,sft_train,unit_conversion,standard,real
cf8c8ff7,sft_train,unit_conversion,standard,real
cfc594f6,sft_train,unit_conversion,standard,real
cfc7103b,sft_train,unit_conversion,standard,real
cff450fd,grpo_holdout,unit_conversion,standard,real
d035c02e,grpo_holdout,unit_conversion,standard,real
d06ab558,sft_train,unit_conversion,standard,real
d074c5db,sft_train,unit_conversion,standard,real
d07a1052,sft_train,unit_conversion,standard,real
d0853cbf,sft_train,unit_conversion,standard,real
d09b7685,sft_train,unit_conversion,standard,real
d0b6dc53,sft_train,unit_conversion,standard,real
d0e13cee,eval_holdout,unit_conversion,standard,real
d0f0e1ed,grpo_holdout,unit_conversion,standard,real
d102679b,grpo_holdout,unit_conversion,standard,real
d1080c04,sft_train,unit_conversion,standard,real
d165af22,eval_holdout,unit_conversion,standard,real
d1767dbe,sft_train,unit_conversion,standard,real
d27473b8,sft_train,unit_conversion,standard,real
d2957330,sft_train,unit_conversion,standard,real
d34ac20d,grpo_holdout,unit_conversion,standard,real
d352064b,sft_train,unit_conversion,standard,real
d3d82844,sft_train,unit_conversion,standard,real
d3daee34,sft_train,unit_conversion,standard,real
d4bea0cd,sft_train,unit_conversion,standard,real
d4d7bca5,sft_train,unit_conversion,standard,real
d5142ee5,sft_train,unit_conversion,standard,real
d527f819,eval_holdout,unit_conversion,standard,real
d52d0c62,sft_train,unit_conversion,standard,real
d5400bdd,eval_holdout,unit_conversion,standard,real
d556f501,sft_train,unit_conversion,standard,real
d566ff0e,grpo_holdout,unit_conversion,standard,real
d56a5588,sft_train,unit_conversion,standard,real
d5e5d7e1,sft_train,unit_conversion,standard,real
d64151c0,grpo_holdout,unit_conversion,standard,real
d662a4c4,sft_train,unit_conversion,standard,real
d695e2b2,sft_train,unit_conversion,standard,real
d696e9f4,sft_train,unit_conversion,standard,real
d7149bfd,sft_train,unit_conversion,standard,real
d71b6359,sft_train,unit_conversion,standard,real
d72c3779,eval_holdout,unit_conversion,standard,real
d732ecf9,sft_train,unit_conversion,standard,real
d784ec07,sft_train,unit_conversion,standard,real
d79f2974,sft_train,unit_conversion,standard,real
d806d161,eval_holdout,unit_conversion,standard,real
d80cc3fe,sft_train,unit_conversion,standard,real
d8194ec4,grpo_holdout,unit_conversion,standard,real
d8479476,sft_train,unit_conversion,standard,real
d84a557a,sft_train,unit_conversion,standard,real
d86032a7,sft_train,unit_conversion,standard,real
d8852afb,eval_holdout,unit_conversion,standard,real
d88d9800,eval_holdout,unit_conversion,standard,real
d8b028ad,sft_train,unit_conversion,standard,real
d8b9e109,sft_train,unit_conversion,standard,real
d8cb40ce,sft_train,unit_conversion,standard,real
d9069e8f,eval_holdout,unit_conversion,standard,real
d9210b27,sft_train,unit_conversion,standard,real
d9515aac,sft_train,unit_conversion,standard,real
d9549b88,grpo_holdout,unit_conversion,standard,real
d976a7e9,eval_holdout,unit_conversion,standard,real
d9771d98,sft_train,unit_conversion,standard,real
d97da22d,eval_holdout,unit_conversion,standard,real
d9a4924d,sft_train,unit_conversion,standard,real
d9bb4212,sft_train,unit_conversion,standard,real
d9d85c78,sft_train,unit_conversion,standard,real
da13ee5e,sft_train,unit_conversion,standard,real
da164301,sft_train,unit_conversion,standard,real
da7c1a80,sft_train,unit_conversion,standard,real
da85bf04,sft_train,unit_conversion,standard,real
dae6dea8,sft_train,unit_conversion,standard,real
db2fa45c,sft_train,unit_conversion,standard,real
db9eb3f2,sft_train,unit_conversion,standard,real
dbc542da,sft_train,unit_conversion,standard,real
dbf6fb13,sft_train,unit_conversion,standard,real
dc1e89c9,sft_train,unit_conversion,standard,real
dc64cb23,sft_train,unit_conversion,standard,real
dcbb86f4,grpo_holdout,unit_conversion,standard,real
dcd0c81a,sft_train,unit_conversion,standard,real
dd01103a,sft_train,unit_conversion,standard,real
dd0f5fc9,sft_train,unit_conversion,standard,real
dd7893f2,sft_train,unit_conversion,standard,real
dd919625,sft_train,unit_conversion,standard,real
ddafe911,eval_holdout,unit_conversion,standard,real
ddb4bc42,sft_train,unit_conversion,standard,real
ddeac876,eval_holdout,unit_conversion,standard,real
ddedebc3,sft_train,unit_conversion,standard,real
de6beab9,sft_train,unit_conversion,standard,real
de98159a,sft_train,unit_conversion,standard,real
df0ee633,sft_train,unit_conversion,standard,real
df19097a,grpo_holdout,unit_conversion,standard,real
df5f2aa8,sft_train,unit_conversion,standard,real
dfbcf27a,sft_train,unit_conversion,standard,real
e02a19fe,sft_train,unit_conversion,standard,real
e0351b72,sft_train,unit_conversion,standard,real
e042dedb,sft_train,unit_conversion,standard,real
e063d66b,sft_train,unit_conversion,standard,real
e0be33cc,sft_train,unit_conversion,standard,real
e0d2db0b,grpo_holdout,unit_conversion,standard,real
e109d7d4,sft_train,unit_conversion,standard,real
e14ae2d7,sft_train,unit_conversion,standard,real
e164fac5,eval_holdout,unit_conversion,standard,real
e172a24e,sft_train,unit_conversion,standard,real
e17d606c,sft_train,unit_conversion,standard,real
e1e86520,grpo_holdout,unit_conversion,standard,real
e206c8e6,sft_train,unit_conversion,standard,real
e212c6fd,sft_train,unit_conversion,standard,real
e23235bd,grpo_holdout,unit_conversion,standard,real
e244d069,sft_train,unit_conversion,standard,real
e29baa31,sft_train,unit_conversion,standard,real
e2b4543a,sft_train,unit_conversion,standard,real
e2d4bfe6,sft_train,unit_conversion,standard,real
e2d7cd9d,sft_train,unit_conversion,standard,real
e2e355b5,eval_holdout,unit_conversion,standard,real
e346233f,grpo_holdout,unit_conversion,standard,real
e35e9d2c,sft_train,unit_conversion,standard,real
e3ff3a78,sft_train,unit_conversion,standard,real
e44415b8,sft_train,unit_conversion,standard,real
e4c4c861,sft_train,unit_conversion,standard,real
e5ae10ea,sft_train,unit_conversion,standard,real
e5eb5d40,sft_train,unit_conversion,standard,real
e60752d5,sft_train,unit_conversion,standard,real
e6157d05,sft_train,unit_conversion,standard,real
e61c8872,sft_train,unit_conversion,standard,real
e66b3d65,eval_holdout,unit_conversion,standard,real
e6baee52,sft_train,unit_conversion,standard,real
e6c5de97,sft_train,unit_conversion,standard,real
e6fe8770,sft_train,unit_conversion,standard,real
e738b135,sft_train,unit_conversion,standard,real
e75d6620,sft_train,unit_conversion,standard,real
e7795622,sft_train,unit_conversion,standard,real
e7c4abdb,sft_train,unit_conversion,standard,real
e7ddff5c,sft_train,unit_conversion,standard,real
e830b594,sft_train,unit_conversion,standard,real
e832cf4b,grpo_holdout,unit_conversion,standard,real
e87de13e,sft_train,unit_conversion,standard,real
e8c4a0bf,sft_train,unit_conversion,standard,real
e9096a58,sft_train,unit_conversion,standard,real
e90e186c,sft_train,unit_conversion,standard,real
e93aca45,sft_train,unit_conversion,standard,real
e9461e93,sft_train,unit_conversion,standard,real
e97e6f3a,grpo_holdout,unit_conversion,standard,real
e9a4a228,grpo_holdout,unit_conversion,standard,real
ea44eb4d,sft_train,unit_conversion,standard,real
ea587ea8,sft_train,unit_conversion,standard,real
ea838aea,sft_train,unit_conversion,standard,real
ea8977e0,sft_train,unit_conversion,standard,real
eaa89f57,grpo_holdout,unit_conversion,standard,real
eabeb5d2,sft_train,unit_conversion,standard,real
ead0b0ae,sft_train,unit_conversion,standard,real
ead8e193,sft_train,unit_conversion,standard,real
eae192e0,eval_holdout,unit_conversion,standard,real
eb0ad1d2,grpo_holdout,unit_conversion,standard,real
eb26f607,sft_train,unit_conversion,standard,real
eb27e9e9,sft_train,unit_conversion,standard,real
eb8161ef,eval_holdout,unit_conversion,standard,real
eba7188d,sft_train,unit_conversion,standard,real
ebb0495a,sft_train,unit_conversion,standard,real
ebc7f250,sft_train,unit_conversion,standard,real
ebcd8131,sft_train,unit_conversion,standard,real
ebfdefbe,sft_train,unit_conversion,standard,real
ec695c4d,sft_train,unit_conversion,standard,real
ec6fc7d9,sft_train,unit_conversion,standard,real
ec770b31,sft_train,unit_conversion,standard,real
ec780392,eval_holdout,unit_conversion,standard,real
ec897854,sft_train,unit_conversion,standard,real
ecbec7bf,sft_train,unit_conversion,standard,real
ecc1cf14,sft_train,unit_conversion,standard,real
ecdc511b,sft_train,unit_conversion,standard,real
ece1ab97,sft_train,unit_conversion,standard,real
ece27af7,sft_train,unit_conversion,standard,real
ed09402c,grpo_holdout,unit_conversion,standard,real
ed09d71b,sft_train,unit_conversion,standard,real
ed0e359f,eval_holdout,unit_conversion,standard,real
ed333177,sft_train,unit_conversion,standard,real
ed55a613,grpo_holdout,unit_conversion,standard,real
ed5b5c60,sft_train,unit_conversion,standard,real
ed9827dc,sft_train,unit_conversion,standard,real
eda92556,sft_train,unit_conversion,standard,real
edcee257,sft_train,unit_conversion,standard,real
edee6c08,sft_train,unit_conversion,standard,real
ee025239,sft_train,unit_conversion,standard,real
ee065f40,sft_train,unit_conversion,standard,real
ee453cb4,eval_holdout,unit_conversion,standard,real
ee891900,sft_train,unit_conversion,standard,real
eea4368c,sft_train,unit_conversion,standard,real
eea9f770,sft_train,unit_conversion,standard,real
eebbc531,eval_holdout,unit_conversion,standard,real
eebbd231,sft_train,unit_conversion,standard,real
eecc4256,sft_train,unit_conversion,standard,real
eedd22d7,sft_train,unit_conversion,standard,real
eee4f234,sft_train,unit_conversion,standard,real
ef2dec53,sft_train,unit_conversion,standard,real
ef33fed5,sft_train,unit_conversion,standard,real
ef3757ed,grpo_holdout,unit_conversion,standard,real
ef544a25,sft_train,unit_conversion,standard,real
ef7dec9c,sft_train,unit_conversion,standard,real
ef904eeb,sft_train,unit_conversion,standard,real
ef919762,grpo_holdout,unit_conversion,standard,real
efa77fa0,grpo_holdout,unit_conversion,standard,real
efc5b861,sft_train,unit_conversion,standard,real
eff63b8c,sft_train,unit_conversion,standard,real
f036c80e,sft_train,unit_conversion,standard,real
f03e67fd,sft_train,unit_conversion,standard,real
f047727f,sft_train,unit_conversion,standard,real
f04a63e5,sft_train,unit_conversion,standard,real
f05f2f50,sft_train,unit_conversion,standard,real
f0884872,eval_holdout,unit_conversion,standard,real
f0b8dc9b,sft_train,unit_conversion,standard,real
f0bc64ea,sft_train,unit_conversion,standard,real
f0bd8010,sft_train,unit_conversion,standard,real
f0f19c66,sft_train,unit_conversion,standard,real
f140dd5b,eval_holdout,unit_conversion,standard,real
f1d60ece,grpo_holdout,unit_conversion,standard,real
f1e4b165,sft_train,unit_conversion,standard,real
f1faac46,sft_train,unit_conversion,standard,real
f278c735,sft_train,unit_conversion,standard,real
f2d67c62,sft_train,unit_conversion,standard,real
f2f586cb,sft_train,unit_conversion,standard,real
f2fb04d8,sft_train,unit_conversion,standard,real
f35aa1ea,sft_train,unit_conversion,standard,real
f3792ef2,grpo_holdout,unit_conversion,standard,real
f3a3ca7e,sft_train,unit_conversion,standard,real
f3b4769d,grpo_holdout,unit_conversion,standard,real
f3be9e82,sft_train,unit_conversion,standard,real
f3ca35e2,sft_train,unit_conversion,standard,real
f3d9cd4b,sft_train,unit_conversion,standard,real
f3e9b192,sft_train,unit_conversion,standard,real
f40140b3,sft_train,unit_conversion,standard,real
f40d88b6,sft_train,unit_conversion,standard,real
f4324ac2,sft_train,unit_conversion,standard,real
f47f9d17,sft_train,unit_conversion,standard,real
f4a1b386,sft_train,unit_conversion,standard,real
f4c4c324,sft_train,unit_conversion,standard,real
f4cc7e98,sft_train,unit_conversion,standard,real
f4ebce25,sft_train,unit_conversion,standard,real
f53719ce,sft_train,unit_conversion,standard,real
f5631f08,sft_train,unit_conversion,standard,real
f5724d52,sft_train,unit_conversion,standard,real
f58232a6,eval_holdout,unit_conversion,standard,real
f582b202,sft_train,unit_conversion,standard,real
f5918499,sft_train,unit_conversion,standard,real
f5b86c6e,eval_holdout,unit_conversion,standard,real
f5c57d9e,sft_train,unit_conversion,standard,real
f5ca573f,sft_train,unit_conversion,standard,real
f622a8c3,sft_train,unit_conversion,standard,real
f639a4f1,sft_train,unit_conversion,standard,real
f65919a4,sft_train,unit_conversion,standard,real
f661a4d3,sft_train,unit_conversion,standard,real
f69df322,sft_train,unit_conversion,standard,real
f6ba766e,eval_holdout,unit_conversion,standard,real
f729dd51,grpo_holdout,unit_conversion,standard,real
f737eeea,sft_train,unit_conversion,standard,real
f757b0f0,sft_train,unit_conversion,standard,real
f75f4753,sft_train,unit_conversion,standard,real
f7da6f8b,sft_train,unit_conversion,standard,real
f84652b8,sft_train,unit_conversion,standard,real
f878c966,grpo_holdout,unit_conversion,standard,real
f8bd40c0,eval_holdout,unit_conversion,standard,real
f90aff89,grpo_holdout,unit_conversion,standard,real
f9103e02,sft_train,unit_conversion,standard,real
f9215fe9,sft_train,unit_conversion,standard,real
f98554f8,sft_train,unit_conversion,standard,real
f9c104fa,sft_train,unit_conversion,standard,real
f9e5dc75,grpo_holdout,unit_conversion,standard,real
f9e92cb2,sft_train,unit_conversion,standard,real
fa270930,sft_train,unit_conversion,standard,real
fa35a971,eval_holdout,unit_conversion,standard,real
fa41bbc5,sft_train,unit_conversion,standard,real
fa6bd888,sft_train,unit_conversion,standard,real
fa8316db,sft_train,unit_conversion,standard,real
facc9bc2,eval_holdout,unit_conversion,standard,real
fad59444,sft_train,unit_conversion,standard,real
fae24ad1,eval_holdout,unit_conversion,standard,real
faf60df9,grpo_holdout,unit_conversion,standard,real
fb5b3034,sft_train,unit_conversion,standard,real
fb87d8fd,sft_train,unit_conversion,standard,real
fb8ae661,sft_train,unit_conversion,standard,real
fba8ec2d,grpo_holdout,unit_conversion,standard,real
fbda33d1,sft_train,unit_conversion,standard,real
fc027060,eval_holdout,unit_conversion,standard,real
fcb9068b,sft_train,unit_conversion,standard,real
fcbc2935,grpo_holdout,unit_conversion,standard,real
fd1b59f7,grpo_holdout,unit_conversion,standard,real
fd40e54e,sft_train,unit_conversion,standard,real
fd5bb962,sft_train,unit_conversion,standard,real
fd6caecf,grpo_holdout,unit_conversion,standard,real
fdb8ef71,sft_train,unit_conversion,standard,real
fde6f39e,sft_train,unit_conversion,standard,real
fe6adb7c,grpo_holdout,unit_conversion,standard,real
fe6fb7b4,sft_train,unit_conversion,standard,real
fee760c2,grpo_holdout,unit_conversion,standard,real
fef92296,sft_train,unit_conversion,standard,real
ff07a5c6,grpo_holdout,unit_conversion,standard,real
ff148329,sft_train,unit_conversion,standard,real
ff20f28e,sft_train,unit_conversion,standard,real
ffa81415,sft_train,unit_conversion,standard,real
ffb06ece,eval_holdout,unit_conversion,standard,real
ffd5bada,sft_train,unit_conversion,standard,real
